"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","TELEPHONE NUMBER"
O20030307000055,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1447267349,N,551937,2769390939,"NORTH COUNTY HEALTH PROJECT, INC.",TRUECARE,03/07/1973,CA,CORPORATION,,N,1130 2ND ST,,ENCINITAS,CA,920245008,7607537842
O20030307000059,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073529681,N,551931,2769390939,"NORTH COUNTY HEALTH PROJECT, INC.",TRUECARE,03/07/1973,CA,CORPORATION,,N,220 ROTANZI ST,,RAMONA,CA,920652583,7607366767
O20030307000061,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255347704,N,551933,2769390939,"NORTH COUNTY HEALTH PROJECT, INC.",TRUECARE,03/07/1973,CA,CORPORATION,,N,1295 CARLSBAD VILLAGE DR,STE 100,CARLSBAD,CA,920081950,7607207766
O20030310000013,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1134137219,N,041852,8921917204,LEE COUNTY COOPERATIVE CLINIC,,03/17/1970,AR,CORPORATION,,N,503 S BROADWAY ST,,HUGHES,AR,723489701,8703394181
O20030311000013,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1043512023,N,061850,4688583974,PEAK VISTA COMMUNITY HEALTH CENTERS,HEALTH CENTER AT RIO GRANDE,10/24/1971,CO,CORPORATION,,N,117 W RIO GRANDE ST,,COLORADO SPRINGS,CO,809034013,7194712789
O20030311000014,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780988246,N,061877,4688583974,PEAK VISTA COMMUNITY HEALTH CENTERS,HEALTH CENTER AT 350 PRINTERS PARKWAY,10/24/1971,CO,CORPORATION,,N,350 PRINTERS PKWY,,COLORADO SPRINGS,CO,809103190,7196325700
O20030311000017,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679877138,Y,061878,4688583974,PEAK VISTA COMMUNITY HEALTH CENTERS,DEVELOPMENTAL DISABILITIES HEALTH CENTER,10/24/1971,CO,CORPORATION,,N,3205 N ACADEMY BLVD,STE 120,COLORADO SPRINGS,CO,809175147,7193446155
O20030311000019,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609178524,N,061879,4688583974,PEAK VISTA COMMUNITY HEALTH CENTERS,HEALTH CENTER AT DIVIDE,10/24/1971,CO,CORPORATION,,N,34 HYBROOK RD S,,DIVIDE,CO,808149219,7196325700
O20030312000004,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356498505,N,011922,4082522883,"NORTHEAST ALABAMA HEALTH SERVICES, INC.",,11/28/1978,AL,CORPORATION,,N,29810 AL HIGHWAY 71,,BRYANT,AL,359585240,2565974114
O20030312000015,RI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245219070,N,411814,1355250663,NORTHWEST COMMUNITY HEALTH CARE,WELLONE PRIMARY MEDICAL AND DENTAL CARE,09/23/1929,RI,CORPORATION,,N,36 BRIDGE WAY,,PASCOAG,RI,028593131,4015687664
O20030313000012,IA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255339750,N,161819,4486562527,COMMUNITY HEALTH CENTERS OF SOUTHEASTERN IOWA INC,COMMUNITY HEALTH CENTERS OF SOUTHEASTERN IOWA,,,CORPORATION,,N,1706 W AGENCY RD,,WEST BURLINGTON,IA,526551667,3197685858
O20030314000003,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093828568,N,511871,2961311667,MINNIE HAMILTON HEALTH CARE CENTER INC,GLENVILLE,05/23/1983,WV,CORPORATION,,N,376 WV HIGHWAY 5 E,,GLENVILLE,WV,263517602,3044627322
O20030314000031,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396794426,N,011833,3577472810,"BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD, INC.",MOSTELLAR MEDICAL CENTER,02/23/1978,AL,CORPORATION,,N,12701 PADGETT SWITCH RD,,IRVINGTON,AL,365444011,2518242174
O20030317000002,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477648327,N,261868,5294644530,SWOPE HEALTH SERVICES,,,,CORPORATION,,N,11320 E TRUMAN RD,,INDEPENDENCE,MO,640502564,8165995964
O20030319000005,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144366154,N,261866,1658280805,NORTHEAST MISSOURI HEALTH COUNCIL INC,NORTHEAST FAMILY HEALTH,04/22/1968,MO,CORPORATION,,N,52334 BUSINESS HIGHWAY 5,,MILAN,MO,635563040,6602651042
O20030321000012,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588792162,N,491820,0345158432,CENTRAL VIRGINIA HEALTH SERVICES INC,CVHS SOUTHERN ALBEMARLE,06/15/1970,VA,CORPORATION,,N,2256 IRISH RD,,ESMONT,VA,229371945,4342863602
O20030321000014,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1306975875,N,491837,0345158432,CENTRAL VIRGINIA HEALTH SERVICES INC,CVHS WESTMORELAND,06/15/1970,VA,CORPORATION,,N,18849 KINGS HWY,,MONTROSS,VA,225202965,8044939999
O20030321000023,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457300329,N,221844,5597674770,COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INCORPORATED,,09/09/1996,MA,CORPORATION,,N,102 MAIN ST,,GREENFIELD,MA,013013224,4133258500109
O20030325000014,TN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982686614,N,441809,3870402084,CHRIST COMMUNITY HEALTH SERVICES INC.,,01/27/2003,TN,CORPORATION,,N,3362 SOUTH THIRD STREET,,MEMPHIS,TN,381092944,9018423160
O20030326000032,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194803213,N,141944,9537076112,ACCESS COMMUNITY HEALTH NETWORK,CENTRO MEDICO FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,3700 W 26TH ST,,CHICAGO,IL,606233824,7735425203
O20030326000038,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982783692,N,141946,9537076112,ACCESS COMMUNITY HEALTH NETWORK,GENESIS CENTER FOR  HEALTH AND EMPOWERMENT,08/11/1984,IL,CORPORATION,,N,1 N BROADWAY ST,,DES PLAINES,IL,600162335,8472983150
O20030326000041,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790863827,N,141949,9537076112,ACCESS COMMUNITY HEALTH NETWORK,BOOKER FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,6240 W 55TH ST,,CHICAGO,IL,606382531,773284220000
O20030326000043,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033289970,N,141951,9537076112,ACCESS COMMUNITY HEALTH NETWORK,ACCESS PLAZA MEDICAL,08/11/1984,IL,CORPORATION,,N,2533W CERMAK RD,,CHICAGO,IL,606083719,7735230900
O20030326000044,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598844268,N,141952,9537076112,ACCESS COMMUNITY HEALTH NETWORK,KEDZIE FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,3229W 47TH PL 43,,CHICAGO,IL,606323011,7732546044
O20030326000047,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972674315,N,141954,9537076112,ACCESS COMMUNITY HEALTH NETWORK,SAN RAFAEL FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,3204 W 26TH ST,,CHICAGO,IL,606234031,773927310000
O20030326000051,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790855187,N,141959,9537076112,ACCESS COMMUNITY HEALTH NETWORK,PILSEN FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,1817 S LOOMIS ST,,CHICAGO,IL,606083018,312666651111
O20030331000006,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881628741,N,251907,4183533235,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC",JACKSON HINDS COMPREHENSIVE HEALTH CENTER,10/07/1970,MS,CORPORATION,,N,260 HIGHWAY 18,,UTICA,MS,391759767,6018856021
O20030331000011,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255360483,N,251911,4183533235,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC",JACKSON-HINDS VAN WINKLE ELEMENTARY SCHOOL,10/07/1970,MS,CORPORATION,,N,1655 WHITING RD,,JACKSON,MS,392095826,6013625321
O20030331000042,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790786929,N,521823,8729996574,"LA CLINICA DE LOS CAMPESINOS, INC",NOBLE COMMUNITY CLINICS,02/05/1973,WI,CORPORATION,,N,400 S TOWNLINE RD,,WAUTOMA,WI,549826922,920787551414
O20030408000045,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598759292,N,141943,9830008895,COMMUNITY HEALTH CARE INC,COMMUNITY HEALTH CARE - ROCK ISLAND,06/09/1975,IA,CORPORATION,,N,2750 11TH ST,,ROCK ISLAND,IL,612015216,5633272100
O20030408000047,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710971486,N,141942,9830008895,COMMUNITY HEALTH CARE INC,,07/25/1975,IA,CORPORATION,,N,1106 4TH AVE,,MOLINE,IL,612651231,5633272000
O20030408000048,IA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932193224,N,161801,9830008895,COMMUNITY HEALTH CARE INC,,06/09/1975,IA,CORPORATION,,N,500 W RIVER DR,,DAVENPORT,IA,528011014,5633363225
O20030409000000,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093843187,N,191817,8628987682,"SOUTHWEST LOUISIANA PRIMARY HEALTH CARE CENTER, INC",SOUTHWEST LOUISIANA PRIMARY HEALTH CARE CENTER,05/02/1992,LA,CORPORATION,,N,8762 HIGHWAY 182,,OPELOUSAS,LA,705705603,3379423390
O20030409000005,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1306883244,N,131822,2264341221,BOUNDARY REGIONAL COMMUNITY HEALTH CENTER INC,KANIKSU COMMUNITY HEALTH,03/29/2002,ID,CORPORATION,,N,6615 COMANCHE ST,,BONNERS FERRY,ID,838057523,2082671718
O20030409000016,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1518070481,N,371833,3678482635,"NORTHEASTERN OKLAHOMA COMMUNITY HEALTH CENTERS, INC",,12/03/2001,OK,CORPORATION,,N,124 E MAIN ST,,HULBERT,OK,744418902,9187721232
O20030410000005,MT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235238718,N,271817,3870402845,BUTTE SILVER BOW PRIMARY HEALTH CARE CLINIC INC,SOUTHWEST MONTANA COMMUNITY HEALTH CENTER,06/20/1985,MT,CORPORATION,,N,125 E GLENDALE ST,,DILLON,MT,597252505,4066834440
O20030414000019,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609037944,N,101885,3173432085,FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA INC,,05/13/1977,FL,CORPORATION,,N,930 S MAIN ST,,LABELLE,FL,339354448,86367501603226
O20030415000024,RI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376708560,N,411815,1557270477,THUNDERMIST HEALTH CENTER,THUNDERMIST HEALTH CENTER OF WEST WARWICK,05/16/1974,RI,CORPORATION,,N,186 PROVIDENCE ST,,WEST WARWICK,RI,028932508,4016152800
O20030417000004,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497773055,N,101840,3577472422,NORTH BROWARD HOSPITAL DISTRICT,POMPANO ADULT PRIMARY CARE,,,OTHER,GOVERNMENT,N,2011 NW 3RD AVE,,POMPANO BEACH,FL,330604800,9547865901
O20030417000009,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689692246,N,101841,3577472422,NORTH BROWARD HOSPITAL DISTRICT,SPECIALTY CARE CENTER,,,OTHER,GOVERNMENT,N,1111 W BROWARD BLVD,,FORT LAUDERDALE,FL,333121638,9545276007
O20030421000008,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841231990,N,061876,4688583578,DENVER HEALTH AND HOSPITAL AUTHORITY,MOBILE HEALTH SERVICES,,,OTHER,POLITICAL SUBDIVISION OF THE STATE,N,777 BANNOCK ST,,DENVER,CO,802044507,3034364949
O20030423000031,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1720142557,N,141941,9931018769,GREATER FAMILY HEALTH,,08/27/1998,IL,CORPORATION,,N,370 SUMMIT ST,# 1,ELGIN,IL,601203843,8445993700
O20030501000035,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437133790,N,371835,4688584436,"COMMUNITY HEALTH CENTERS, INC.",,05/10/1971,OK,OTHER,NON-PROFIT-FQHC,N,300 N MARTIN LUTHER KING,,LANGSTON,OK,73050,4054662535
O20030505000008,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932156114,N,281809,6800706672,BLUESTEM HEALTH,,08/21/2002,NE,CORPORATION,,N,1021 N 27TH ST,,LINCOLN,NE,685031803,4024761455
O20030505000026,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992754014,N,391924,5991614968,HYNDMAN AREA HEALTH CENTER INC,,11/13/1978,PA,CORPORATION,,N,144 5TH AVE,,HYNDMAN,PA,155457379,8148423206
O20030506000033,DE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952303695,N,081803,6800706599,"WESTSIDE FAMILY HEALTHCARE, INC.",,09/08/1983,DE,CORPORATION,,N,908B EAST 16TH STREET,,WILMINGTON,DE,198025145,3022251800
O20030508000013,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1912904897,N,451821,5597675215,GULF COAST HEALTH CENTER INC,,08/01/1989,TX,CORPORATION,,N,2548 MEMORIAL BLVD,,PORT ARTHUR,TX,776402825,4099831161
O20030508000016,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1225036932,N,451922,5597675215,GULF COAST HEALTH CENTER INC,,05/18/1989,TX,CORPORATION,,N,755 N 4TH ST,,SILSBEE,TX,776563802,4093861222
O20030508000017,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508864216,N,451921,5597675215,GULF COAST HEALTH CENTER INC,,05/18/1989,TX,CORPORATION,,N,610 STRICKLAND DR,STE 380,ORANGE,TX,776304787,4098834400
O20030508000019,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1639176324,N,451923,5597675215,GULF COAST HEALTH CENTER INC,,08/01/1989,TX,CORPORATION,,N,561 STATE ST,,JASPER,TX,759515134,4094899103
O20030509000054,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669463360,N,361886,9234049990,"HOPEWELL HEALTH CENTERS, INC.",,08/29/1985,OH,CORPORATION,,N,30381 CHIEFTAIN DR,,LOGAN,OH,431389092,7403852555
O20030512000001,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700888542,N,341870,0648189001,GREENE COUNTY HEALTH CARE INCORPORATED CONTENTNEA HEALTH,KATE B REYNOLDS PEDIATRIC CENTER,05/27/1971,NC,CORPORATION,,N,205 MARTIN L KING JR PKWY,,SNOW HILL,NC,285801320,2527474199
O20030513000017,ND,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689758039,N,351805,1557270113,NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER,NORTHLAND HEALTH CENTERS,11/13/2002,ND,CORPORATION,,N,401 2ND AVE,,ROLETTE,ND,583667029,7012463391
O20030513000020,ND,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528142981,N,351806,1557270113,NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER,NORTHLAND HEALTH CENTERS,11/13/2002,ND,CORPORATION,,N,122 E SECOND ST,,MCCLUSKY,ND,584639743,7013632296
O20030514000014,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578726790,N,221802,4385554971,OUTER CAPE HEALTH SERVICES INC,,12/29/1972,MA,CORPORATION,,N,3130 STATE HWY RTE 6,,WELLFLEET,MA,026677402,5083493131
O20030514000022,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841384013,N,221807,4385554971,OUTER CAPE HEALTH SERVICES INC,,12/29/1972,MA,CORPORATION,,N,49 HARRY KEMP WAY,,PROVINCETOWN,MA,026571618,5084879395
O20030514000038,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588616742,N,221849,1951211598,"DUFFY HEALTH CENTER, INC",DUFFY HEALTH CENTER,05/16/1997,MA,CORPORATION,,N,94 MAIN ST,,HYANNIS,MA,026013146,5087719599
O20030514000075,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609814219,N,111828,8628988276,VALLEY HEALTHCARE SYSTEM INC,,05/27/1992,GA,CORPORATION,,N,1600 FORT BENNING RD,,COLUMBUS,GA,319032834,7063229599
O20030515000039,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033169545,N,251852,2567372121,"MANTACHIE RURAL HEALTH CARE, INC",MANTACHIE CLINIC,07/26/1979,MS,CORPORATION,,N,5681 HIGHWAY 363,,MANTACHIE,MS,388557632,6622824226
O20030521000041,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740491786,N,281808,0840100392,GOOD NEIGHBOR COMMUNITY HEALTH CENTER,,05/08/2003,NE,CORPORATION,,N,4321 41ST AVE,,COLUMBUS,NE,686012131,4025627500
O20030530000008,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780627943,N,421879,1052221314,CARESOUTH CAROLINA INC.,,05/05/1978,SC,CORPORATION,,N,103 N KEMPER ST,,LAKE VIEW,SC,295633115,8437592189
O20030530000010,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811930076,N,421881,1052221314,CARESOUTH CAROLINA INC.,,04/05/1978,SC,CORPORATION,,N,3080 HIGHWAY 15-401 E,,MC COLL,SC,295706128,8435235751
O20030530000012,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588606370,N,181837,1951211218,"BIG SANDY HEALTH CARE, INC",PHYSICIANS FOR WOMEN AND FAMILIES,,,CORPORATION,,N,23 WILLOW DRIVE,,AUXIER,KY,416029259,6068868997
O20030606000006,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285614867,N,141940,8224947387,CHRISTOPHER GREATER AREA RURAL HEALTH PLANNING CORPORATION,SHAWNEETOWN HEALTHCARE CLINC,06/08/1977,IL,CORPORATION,,N,9525 GOLD HILL RD,,SHAWNEETOWN,IL,629843659,6182693815
O20030606000016,MA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962435933,N,221805,0042120297,HEALTHFIRST FAMILY CARE CENTER INC,"FALL RIVER COMMUNITY DEVELOPMENT SERVICE CENTER, INC.",09/12/1972,MA,CORPORATION,,N,387 QUARRY ST 100,,FALL RIVER,MA,027231026,5086798111
O20030610000015,TN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952562696,N,441874,3870402084,CHRIST COMMUNITY HEALTH SERVICES INC.,,01/27/2003,TN,CORPORATION,,N,2861 BROAD AVE,,MEMPHIS,TN,381122903,9018423161
O20030611000019,TN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1750382164,N,441877,7618887803,COMMUNITY HEALTH OF EAST TENNESSEE INC,,07/26/1983,TN,CORPORATION,,N,130 INDEPENDENCE LN,,LA FOLLETTE,TN,377663073,4235621705
O20030612000052,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972636504,N,061809,3173433398,SALUD FAMILY HEALTH,SALUD FAMILY HEALTH,06/21/1971,CO,CORPORATION,,N,5995 IRIS PKWY,,FREDERICK,CO,805046412,3038332050
O20030616000006,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710952031,N,511811,9931017969,"VALLEY HEALTH SYSTEMS, INC",VALLEY HEALTH SOUTHSIDE YOUTH HEALTH CENTER,,,CORPORATION,,N,723 9TH AVE,,HUNTINGTON,WV,257012718,3045290645
O20030616000009,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1629043708,N,511841,9931017969,"VALLEY HEALTH SYSTEMS, INC",VALLEY HEALTH COAL GROVE,04/01/1975,WV,OTHER,NON-PROFIT,N,205 MARION PIKE,,COAL GROVE,OH,456383165,7405321188
O20030616000018,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194790089,N,511840,9931017969,"VALLEY HEALTH SYSTEMS, INC",A WOMEN'S PLACE,04/01/1975,WV,CORPORATION,,N,1630 13TH AVE,,HUNTINGTON,WV,257013812,3046972014
O20030616000031,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1720054489,N,511846,9931017969,"VALLEY HEALTH SYSTEMS, INC",STEPPTOWN COMMUNITY HEALTH CENTER,04/01/1975,WV,CORPORATION,,N,3 ADENA DR,,KERMIT,WV,256748063,3043934090
O20030617000007,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427071968,N,451826,5496663429,SU CLINICA FAMILIAR,,05/19/1980,TX,CORPORATION,,N,1706 TREASURE HILLS BLVD,,HARLINGEN,TX,785508911,9563656000
O20030623000001,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982865796,Y,181840,9638089642,"HEALTHPOINT FAMILY CARE, INC.",,03/21/1988,KY,CORPORATION,,N,1401 MADISON AVE,,COVINGTON,KY,410113313,8596556100
O20030623000004,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508027319,N,181813,9638089642,"HEALTHPOINT FAMILY CARE, INC.",,03/21/1988,KY,CORPORATION,,N,215 E 11TH ST,,NEWPORT,KY,410712203,8596556100
O20030624000002,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1821186727,N,551929,6305756339,FAMILY HEALTHCARE NETWORK,,06/29/1976,CA,CORPORATION,,N,400E OAK AVE,,VISALIA,CA,932915034,5597374700
O20030624000003,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437231693,N,331814,7214847243,BRONXCARE DR MARTIN LUTHER KING JR HEALTH CENTER,,01/01/1972,NY,CORPORATION,,N,1265 FRANKLIN AVE,,BRONX,NY,104563501,7185037700
O20030625000000,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144200825,N,141925,8224947387,CHRISTOPHER GREATER AREA RURAL HEALTH PLANNING CORPORATION,ELDORADO RURAL HEALTH CLINIC,06/08/1977,IL,CORPORATION,,N,1401 US HIGHWAY 45 N,,ELDORADO,IL,629303770,6182732951
O20030626000003,KS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972794402,N,171821,7911816392,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,,11/20/2001,KS,CORPORATION,,N,101 W SYCAMORE ST,,COLUMBUS,KS,667251276,6204292101
O20030630000013,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194710426,N,421878,8022928001,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,REGENESIS HEALTH CARE,01/30/1998,SC,CORPORATION,,N,750 S CHURCH ST,,SPARTANBURG,SC,293065348,8645822411
O20030630000021,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598762593,N,261860,3072423052,"DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.",MISSOURI OZARKS COMMUNITY HEALTH,01/01/1996,MO,CORPORATION,,N,87 ELM ST,,GAINESVILLE,MO,656557131,4176792775
O20030630000024,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1912904145,N,261859,3072423052,"DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.",MISSOURI OZARKS COMMUNITY HEALTH,04/09/1996,MO,CORPORATION,,N,504 W. BROADWAY AVE.,,AVA,MO,65608,4176835739
O20030702000037,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104905702,N,141928,9537076112,ACCESS COMMUNITY HEALTH NETWORK,MELROSE PARK FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,8321 W NORTH AVENUE,,MELROSE PARK,IL,601601605,7086812298
O20030707000001,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619136140,N,331868,7113835380,OPEN DOOR FAMILY MEDICAL CENTER INC,,05/02/1975,NY,CORPORATION,,N,300 N BROADWAY,,SLEEPY HOLLOW,NY,105912370,9146322737
O20030708000028,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780784439,N,231865,4587574421,CENTER FOR FAMILY HEALTH,,09/01/1995,MI,CORPORATION,,N,505 N JACKSON ST,,JACKSON,MI,492011266,5177485500
O20030708000029,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588722300,N,231864,4587574421,CENTER FOR FAMILY HEALTH,,09/01/1995,MI,CORPORATION,,N,500 N JACKSON ST,,JACKSON,MI,492011223,51774855004261
